業種,企業コード,市場,企業名,URL,概要
サービス業,1954,東証1部,日本工営(株),http://www.n-koei.co.jp/,総合建設コンサル首位。ＯＤＡ実績豊富。装置含む電力エンジニアリング得意。収益期末偏重
建設業,1956,東証1部,ＮＤＳ(株),http://www.nds-g.co.jp/,ＮＴＴ電話工事業者大手、中部が地盤。不動産・情報サービスも併営。１１年にＶＯＤ会社を買収
建設業,1959,東証1部,(株)九電工,http://www.kyudenko.co.jp/,九州本拠に首都圏も展開。九州電力系だが九電向けの依存度２割程度。送変電工事は別会社
建設業,1960,東証2部,(株)サンテック,http://www.suntec-sec.jp/,独立系電気工事の大手。電力、民間、公共の各分野に展開。東南アジア中心に海外工事にも意欲
建設業,1961,東証1部,三機工業(株),http://www.sanki.co.jp/,三井系設備工事最大手。プラント設備含め総合エンジニアリング展開。自動車、ＩＴ関連に強み
建設業,1963,東証1部,日揮(株),http://www.jgc.co.jp/,エンジ国内首位。石油、化学、天然ガス施設に豊富な実績。資源等への投資事業も。配当性向２５％
建設業,1964,東証1部,中外炉工業(株),http://www.chugai.co.jp/,工業炉トップ。鉄鋼や各種産業用の熱処理装置強固。ディスプレー等の情報通信と環境分野展開
建設業,1965,東証2部,(株)テクノ菱和,http://www.techno-ryowa.co.jp/,空調工事の中堅。三菱重工の冷熱機器販売を併営。液晶、バイオ向けなど強化し差別化図る
建設業,1966,大証2部,(株)高田工業所,http://www.takada.co.jp/,鉄鋼・化学関連の中堅プラント工事会社。石油、電力、エレクトロニクスなど幅広い。メンテ拡大
建設業,1967,東証1部,(株)ヤマト,http://www.yamato-se.co.jp/,空調、衛生、冷凍冷蔵など管工事主力。水質保全等に独自技術。群馬地盤。関西の三晃空調と提携
建設業,1968,東証1部,太平電業(株),http://www.taihei-dengyo.co.jp/,発電所主体のプラント工事会社。西日本の原発に強い。海外据え付けでも実績。環境保全に参入
建設業,1969,東証1部,高砂熱学工業(株),http://www.tte-net.co.jp/,技術優位で空調工事はトップ。環境ソリューション企業を志向し多角化。中国などアジア展開も
金属製品,1971,東証2部,中央ビルト工業(株),http://www.chuo-build.co.jp/,足場など建設仮設材の中堅メーカー。同業アルインコが資本参加。住宅用鉄骨部材は旭化成向け
建設業,1972,東証1部,三晃金属工業(株),http://www.sankometal.co.jp/,新日鉄・日新製鋼系の金属屋根大手。官公需強く長尺屋根は首位。ソーラー・緑化屋根を深耕
情報・通信,1973,東証1部,ＮＥＣネッツエスアイ(株),http://www.nesic.co.jp/,ＮＥＣの工事部門が独立。一般企業・通信会社向けにシステム構築やクラウド提供。通信工事も
建設業,1975,東証1部,(株)朝日工業社,http://www.asahikogyosha.co.jp/,空調・衛生工事の専業大手。メーカー機能持つハイテク環境制御装置に強み。環境技術開発も
建設業,1976,大証1部,明星工業(株),http://www.meisei-kogyo.co.jp/,熱絶縁工事に強い建設工事会社。海外ＬＮＧ出荷基地工事に実績。構造物補強など環境関連も
機械,1978,東証1部,アタカ大機(株),http://www.atk-dk.co.jp/,日立造船系。０６年大機エンジニアリングと合併。水処理、環境保全装置等の環境事業を展開
建設業,1979,東証1部,(株)大気社,http://www.taikisha.co.jp/,空調工事大手。自動車塗装設備は国内首位、世界で２位。東南アジアなど海外展開で先行
建設業,1980,大証1部,ダイダン(株),http://www.daidan.co.jp/,明治期からの総合設備老舗。電気、空調、水道衛生工事の大手。関西地盤だが首都圏シフトが進む
建設業,1981,JQS,(株)協和日成,http://www.kyowa-nissei.co.jp/,東京ガスと親密なガス配管工事会社。東京電力電設工事や他のガス会社、ゼネコン受注も
建設業,1982,東証1部,日比谷総合設備(株),http://www.hibiya-eng.co.jp/,空調主体の設備工事会社。約５割をＮＴＴ関連に依存。情報通信向け床下空調システム等に強み
建設業,1983,東証1部,東芝プラントシステム(株),http://www.toshiba-tpsc.co.jp/,東芝直系のプラント据え付け工事会社。海外中心に中小型発電を開拓。ＩＣカード情報系も展開
建設業,1984,JQS,三信建設工業(株),http://www.sanshin-corp.co.jp/,土木基礎工事の専門会社。注入工法やアンカー工法、地盤改良工事に実績。海外は香港開拓へ
建設業,1987,東証2部,(株)ソルコム,http://www.solcom.co.jp/,中国地区最大手の電気通信工事業者。ＮＴＴ工事依存度が約６割。ＡＳＰなど新事業も育成
建設業,1989,大証2部,北陸電話工事(株),http://www.hokuwa.co.jp/,北陸地盤の電気通信工事業者、ＮＴＴ向け６割強。ドコモの携帯基地局工事、情報システムも
建設業,1992,JQS,神田通信機(株),http://www.kandt.co.jp/,通信関連工事主体。電話設備の設置やネットワーク構築を手掛ける。パッケージソフトの販売も
建設業,1994,JQS,高橋カーテンウォール工業(株),http://www.t-cw.co.jp/,ビル外壁材ＰＣカーテンウォール首位。プール施工事業も。子会社で建築とシステム収納家具
建設業,1997,JQS,暁飯島工業(株),http://www.eazima.co.jp/,茨城県の設備工事首位。土木・プラント建設やビル診断、保守・管理も。茨城、東京に集中
建設業,1999,福証,サイタホールディングス(株),http://www.saita-hd.co.jp/,福岡県が営業地盤の持株会社。傘下に建設、砕石、酒類、環境の４社。産業汚水処理事業にも注力
食料品,2001,東証1部,日本製粉(株),http://www.nippn.co.jp/,製粉界最古参、業界２位。加工食品やバイオ関連など多角的に業務展開。アジア市場にも進出
食料品,2002,東証1部,(株)日清製粉グループ本社,http://www.nisshin.com/,製粉で圧倒的トップ。食品もパスタ類強く、大手級。エンジニアリング展開、海外Ｍ＆Ａ積極化
食料品,2003,東証1部,日東富士製粉(株),http://www.nittofuji.co.jp/,製粉準大手。三菱商事傘下で連携推進。「ケンタッキーフライドチキン」など外食ＦＣも展開
食料品,2004,東証1部,昭和産業(株),http://www.showa-sangyo.co.jp/,小麦粉と植物油が２本柱で双方とも大手一角占める。糖化品、飼料など展開。アジア市場を開拓
食料品,2006,東証2部,東福製粉(株),http://www.tofuku.co.jp/,九州が本拠の中堅製粉で麺業界向けに強み。素麺等加工食品や米穀類販売も。日本製粉と提携
食料品,2008,大証2部,(株)増田製粉所,http://masufun.co.jp/,神戸拠点の製粉老舗で、製菓向けブランド力強固。三菱商事系の日東富士製粉が筆頭株主
食料品,2009,東証1部,鳥越製粉(株),http://www.the-torigoe.co.jp/,製粉の中堅グループトップ。九州が地盤、ミックス粉等に独自の強み。焼酎向け精麦もトップ
食料品,2052,東証1部,協同飼料(株),http://www.kyodo-shiryo.co.jp/,飼料大手。豚用飼料でトップ級。三井物産と取引大だが独立色。ベトナムでは双日と飼料合弁
食料品,2053,東証1部,中部飼料(株),http://www.chubushiryo.co.jp/,飼料販売量トップ級。独立系。直系農場なく需要家密着、差別化品拡大。子会社でペットフード
食料品,2055,大証2部,日和産業(株),http://www.nichiwasangyo.co.jp/,非全農系の配合飼料中堅。西日本地盤。５工場。牛用で雪印、日清丸紅と合弁。畜産子会社持つ
食料品,2056,東証1部,日本配合飼料(株),http://www.nippai.co.jp/,飼料大手、三井物産と密接。養鶏用主柱で養魚用も大手。子会社整備進め畜産事業の収益改善へ
食料品,2058,福証,(株)ヒガシマル,http://www.k-higashimaru.co.jp/,養殖用クルマエビ飼料や養魚用飼料主力。麺業主体の食品は買収事業で商品、販路とも多面展開
食料品,2107,東証1部,東洋精糖(株),http://www.toyosugar.co.jp/,丸紅系。製糖業界中堅。業務用主体。塩水港精糖、フジ日本精糖と共同生産。機能素材を強化
食料品,2108,東証1部,日本甜菜製糖(株),http://www.nitten.co.jp/,精糖中堅。ビート（甜菜）糖で首位。スズラン印。乳牛用飼料、食品素材、農業資材も手掛ける
食料品,2109,東証1部,三井製糖(株),http://www.mitsui-sugar.co.jp/,製糖国内最大手。三井物産系、新三井製糖など３社合併で発足。「スプーン印」は知名度高い
食料品,2112,東証2部,塩水港精糖(株),http://www.ensuiko.co.jp/,三菱商事系。横浜で東洋糖・フジ日本糖と、大阪では大日本明治と共同生産。パールエース印
食料品,2114,東証2部,フジ日本精糖(株),http://www.fnsugar.co.jp/,業務用強い、双日系の精糖中堅。世界で初めて砂糖から食品素材イヌリン開発、主軸に育成中
食料品,2117,東証2部,日新製糖(株),http://www.nissin-sugar.co.jp/,独立系の旧日新製糖と住商系の旧新光製糖が共同持株会社体制を経て、１３年春に合併統合
サービス業,2120,東証1部,(株)ネクスト,http://www.next-group.jp/,不動産情報検索サイト「ホームズ」を運営、掲載物件数で首位。地域コミュニティサイト強化中
サービス業,2121,マザーズ,(株)ミクシィ,http://mixi.co.jp/,国内最大級ＳＮＳ「ミクシィ」主力。広告からゲーム課金に収益源移行。スマホに経営資源集中
サービス業,2122,マザーズ,(株)インタースペース,http://www.interspace.ne.jp/,アフィリエイト（成果報酬）型広告「アクセストレード」運営、業界大手。価格比較サイトも
サービス業,2124,JQS,JAC Recruitment,http://www.jac-recruitment.jp/,人材紹介業の準大手。英国、アジア等に展開する田崎・ＪＡＣグループの一角。国際関係に強い
サービス業,2127,東証1部,(株)日本Ｍ＆Ａセンター,http://www.nihon-ma.co.jp/,会計士、税理士の共同出資で設立されたＭ＆Ａ仲介会社。中堅中小企業対象。配当性向４０％メド
サービス業,2128,東証1部,(株)ノバレーゼ,http://www.novarese.co.jp/,ゲストハウス・ウエディング運営。婚礼衣装レンタル・販売も。結婚式場再生事業に強み
サービス業,2130,名古屋セ,(株)メンバーズ,http://www.members.co.jp/,フェイスブック等ソーシャルメディア（ＳＭＭ）の制作運用支援に転換。Ｗｅｂ一括運用代行も
サービス業,2131,東証1部,(株)アコーディア・ゴルフ,http://www.accordiagolf.co.jp/,ゴルフ場所有、運営で最大手。同業ＰＧＭによるＴＯＢ不発。旧村上ファンド系が筆頭株主浮上
